run_id,project_id,scenario_id,scenario_date,scenario_name,forecast_system,forecast_system_type,forecast_creation_date,forecaster_type
1,OhioDOT-93964WAR-71-3.62-Western-Row-Rd|Tier-2|Conversion-of-the-IR-71-and-Western-Row-Road-i,s1,01/01/2013,Opening Year,Unavailable,unknown,01/01/2013,Consultant
