project_id,agency,description,project_type,year_open_planned,year_horizon,date_open_actual
OhioDOT-85198STA-0619-13.26||Construction-of-roundabout.,OhioDOT,STA-0619-13.26||Construction-of-roundabout.,other,2012.0,2032.0,
