project_id,agency,description,project_type,year_open_planned,year_horizon,date_open_actual
OhioDOT-UnavailableFRA-70-5.25 HIlliard Rome Rd IMS,OhioDOT,FRA-70-5.25 HIlliard Rome Rd IMS,other,2013.0,2033.0,
