run_id,project_id,scenario_id,scenario_date,scenario_name,forecast_system,forecast_system_type,forecast_creation_date,forecaster_type
Opening-Year-Model-Run,OhioDOT-UnavailableGRE-35-4.26|Tier-2|Eliminate-at-grade-intersections-at-Factory-Road/Shakertown-R,s1,2012-01-01,design scenario,Unavailable,unknown,2012-01-01,state DOT
Design-Year-Model-Run,OhioDOT-UnavailableGRE-35-4.26|Tier-2|Eliminate-at-grade-intersections-at-Factory-Road/Shakertown-R,s1,2012-01-01,design scenario,Unavailable,unknown,2012-01-01,state DOT
