project_id,agency,description,project_type,year_open_planned,year_horizon,date_open_actual
OhioDOT-UnavailableGRE-35-4.26|Tier-2|Eliminate-at-grade-intersections-at-Factory-Road/Shakertown-R,OhioDOT,GRE-35-4.26|Tier-2|Eliminate-at-grade-intersections-at-Factory-Road/Shakertown-R,other,2018,2038,
