run_id,project_id,scenario_id,scenario_date,scenario_name,forecast_system,forecast_system_type,forecast_creation_date,forecaster_type
,OhioDOT-76144-FRA-270-19.84|Tier-1|Planning-study-to-develop-a-transportation-operations-and-c,s1,2012.0,,Unavailable,unknown,2012.0,state DOT
