project_id,agency,description,project_type,year_open_planned,year_horizon,date_open_actual
OhioDOT-95831-SUM-0076-10.95(Akron-Beltway)|Tier-2|Study-and-Preliminary-Engineering-for-all-f,OhioDOT,SUM-0076-10.95(Akron-Beltway)|Tier-2|Study-and-Preliminary-Engineering-for-all-f,other,2020.0,2040.0,
