obs_id,poi_id,forecast_match_id,equip_id,equip_type,obs_date,time_start,time_end,obs_variable,obs_value
13486-1160.0-1,13486-1160.0,Opening-Year-Forecast-poi-13486-1160.0,unknown,unknown,2008-01-01,00:00:00,23:59:59,volume,56450
13486-1161.0-1,13486-1161.0,Opening-Year-Forecast-poi-13486-1161.0,unknown,unknown,2008-01-01,00:00:00,23:59:59,volume,50960
