run_id,project_id,scenario_id,scenario_date,scenario_name,forecast_system,forecast_system_type,forecast_creation_date,forecaster_type
1,OhioDOT-83388MOT-70-22.10		Bridge-Deck-Replacement-with-minimal-approach-work.PE-Consultant-=,s1,2010.0,Opening Year,Unavailable,unknown,2010.0,state DOT
