project_id,agency,description,project_type,year_open_planned,year_horizon,date_open_actual
"FloridaDOT-411666-1SR 5 Resurfacing Project from Grace Street (M.P. 3.087) to Lagrange Line (M.P.
6.310)",FloridaDOT,"SR 5 Resurfacing Project from Grace Street (M.P. 3.087) to Lagrange Line (M.P.
6.310)",other,2010,2030,
