project_id,agency,description,project_type,year_open_planned,year_horizon,date_open_actual
OhioDOT-88908-STA-0062-04.55||Bridge-superstructure-replacements-to-SFN-7601948-STA-62-4.55-an,OhioDOT,STA-0062-04.55||Bridge-superstructure-replacements-to-SFN-7601948-STA-62-4.55-an,other,2016.0,2036.0,
