project_id,agency,description,project_type,year_open_planned,year_horizon,date_open_actual
OhioDOT-85106BEL-147-0.00||general-system-resurfacing;-structural-asphalt-overlay,OhioDOT,BEL-147-0.00||general-system-resurfacing;-structural-asphalt-overlay,other,2014.0,2034.0,
