poi_id,poi_short_name,facility_name,start,end,area_type,facility_type,functional_class,features,state,jurisdiction,poi_description
101207-4351,", , MAR235.96",3-Principal Arterial,,,unknown,Principal Arterial,Principal Arterial,,Ohio,OhioDOT,", , MAR235.96"
101207-4361,", , DEL2317.64",3-Principal Arterial,,,rural,Principal Arterial,Principal Arterial,,Ohio,OhioDOT,", , DEL2317.64"
101207-4362,", , DEL2321.48",3-Principal Arterial,,,rural,Principal Arterial,Principal Arterial,,Ohio,OhioDOT,", , DEL2321.48"
101207-4367,", , MAR230.93",3-Principal Arterial,,,rural,Principal Arterial,Principal Arterial,,Ohio,OhioDOT,", , MAR230.93"
101207-4403,", , MAR47.44",4-Minor Arterial,,,unknown,Minor Arterial,Minor Arterial,,Ohio,OhioDOT,", , MAR47.44"
101207-4435,", , MAR42.07",4-Minor Arterial,,,rural,Minor Arterial,Minor Arterial,,Ohio,OhioDOT,", , MAR42.07"
101207-4436,", , MAR44.38",4-Minor Arterial,,,rural,Minor Arterial,Minor Arterial,,Ohio,OhioDOT,", , MAR44.38"
101207-4464,", , MAR989.78",5-Major Collector,,,unknown,Major Collector,Major Collector,,Ohio,OhioDOT,", , MAR989.78"
101207-4501,", , DEL2032.37",5-Major Collector,,,rural,Major Collector,Major Collector,,Ohio,OhioDOT,", , DEL2032.37"
101207-4502,", , DEL2036.92",5-Major Collector,,,rural,Major Collector,Major Collector,,Ohio,OhioDOT,", , DEL2036.92"
101207-4506,", , MAR471.36",5-Major Collector,,,rural,Major Collector,Major Collector,,Ohio,OhioDOT,", , MAR471.36"
101207-4507,", , MAR980.06",5-Major Collector,,,rural,Major Collector,Major Collector,,Ohio,OhioDOT,", , MAR980.06"
101207-4508,", , MAR983.21",5-Major Collector,,,rural,Major Collector,Major Collector,,Ohio,OhioDOT,", , MAR983.21"
101207-4509,", , MAR987.45",5-Major Collector,,,rural,Major Collector,Major Collector,,Ohio,OhioDOT,", , MAR987.45"
101207-4510,", , MAR9811.75",5-Major Collector,,,rural,Major Collector,Major Collector,,Ohio,OhioDOT,", , MAR9811.75"
101207-4511,", , MAR9814.85",5-Major Collector,,,rural,Major Collector,Major Collector,,Ohio,OhioDOT,", , MAR9814.85"
101207-4512,", , MAR2030.39",5-Major Collector,,,rural,Major Collector,Major Collector,,Ohio,OhioDOT,", , MAR2030.39"
