run_id,project_id,scenario_id,scenario_date,scenario_name,forecast_system,forecast_system_type,forecast_creation_date,forecaster_type
,OhioDOT-83388-MOT-70-22.10		Bridge-Deck-Replacement-with-minimal-approach-work.PE-Consultant-=,s1,2010.0,,Unavailable,unknown,2010.0,state DOT
