project_id,agency,description,project_type,year_open_planned,year_horizon,date_open_actual
OhioDOT-83388-MOT-70-22.10		Bridge-Deck-Replacement-with-minimal-approach-work.PE-Consultant-=,OhioDOT,MOT-70-22.10		Bridge-Deck-Replacement-with-minimal-approach-work.PE-Consultant-=,other,2012.0,2032.0,
