project_id,agency,description,project_type,year_open_planned,year_horizon,date_open_actual
"FloridaDOT-422627-1The US 92/SR 600 Add Lanes & Reconstruct Design project from the I-4 Eastbound On-Ramp (MP 13.412) to the CR
415 (Tomoka Farms Road, MP 15.962).",FloridaDOT,"The US 92/SR 600 Add Lanes & Reconstruct Design project from the I-4 Eastbound On-Ramp (MP 13.412) to the CR
415 (Tomoka Farms Road, MP 15.962).",other,2013,2033,
