project_id,agency,description,project_type,year_open_planned,year_horizon,date_open_actual
OhioDOT-83011HAM-74-5.53		Plane-and-pave-the-74/275-overlap-in-Hamilton-County-and-perform-mi,OhioDOT,HAM-74-5.53		Plane-and-pave-the-74/275-overlap-in-Hamilton-County-and-perform-mi,other,2013.0,2033.0,
