poi_id,poi_short_name,facility_name,start,end,area_type,facility_type,functional_class,features,state,jurisdiction,poi_description
TA-M358-7660.0," , I-494Between I-394EB",,,,unknown,unknown,unknown,,Minnesota,MinnesotaDOT," , I-494Between I-394EB"
TA-M358-7661.0," , WB",,,,unknown,unknown,unknown,,Minnesota,MinnesotaDOT," , WB"
TA-M358-7662.0," , I-494I-394Carlson ParkwayEB",,,,unknown,unknown,unknown,,Minnesota,MinnesotaDOT," , I-494I-394Carlson ParkwayEB"
TA-M358-7663.0," , WB",,,,unknown,unknown,unknown,,Minnesota,MinnesotaDOT," , WB"
TA-M358-7664.0," , I-494Between Carlson ParkwayEB",,,,unknown,unknown,unknown,,Minnesota,MinnesotaDOT," , I-494Between Carlson ParkwayEB"
TA-M358-7665.0," , WB",,,,unknown,unknown,unknown,,Minnesota,MinnesotaDOT," , WB"
TA-M358-7666.0," , I-494Carlson ParkwayCSAH 6EB",,,,unknown,unknown,unknown,,Minnesota,MinnesotaDOT," , I-494Carlson ParkwayCSAH 6EB"
TA-M358-7667.0," , WB",,,,unknown,unknown,unknown,,Minnesota,MinnesotaDOT," , WB"
TA-M358-7668.0," , I-494Between CSAH 6EB",,,,unknown,unknown,unknown,,Minnesota,MinnesotaDOT," , I-494Between CSAH 6EB"
TA-M358-7669.0," , WB",,,,unknown,unknown,unknown,,Minnesota,MinnesotaDOT," , WB"
TA-M358-7670.0," , I-494CSAH 6TH 55EB",,,,unknown,unknown,unknown,,Minnesota,MinnesotaDOT," , I-494CSAH 6TH 55EB"
TA-M358-7671.0," , WB",,,,unknown,unknown,unknown,,Minnesota,MinnesotaDOT," , WB"
TA-M358-7672.0," , I-494Between TH 55EB",,,,unknown,unknown,unknown,,Minnesota,MinnesotaDOT," , I-494Between TH 55EB"
TA-M358-7673.0," , WB",,,,unknown,unknown,unknown,,Minnesota,MinnesotaDOT," , WB"
TA-M358-7674.0," , I-494Between I-394NB",,,,unknown,unknown,unknown,,Minnesota,MinnesotaDOT," , I-494Between I-394NB"
TA-M358-7675.0," , SB",,,,unknown,unknown,unknown,,Minnesota,MinnesotaDOT," , SB"
TA-M358-7676.0," , I-494I-394Carlson ParkwayNB",,,,unknown,unknown,unknown,,Minnesota,MinnesotaDOT," , I-494I-394Carlson ParkwayNB"
TA-M358-7677.0," , SB",,,,unknown,unknown,unknown,,Minnesota,MinnesotaDOT," , SB"
TA-M358-7678.0," , I-494Between Carlson ParkwayNB",,,,unknown,unknown,unknown,,Minnesota,MinnesotaDOT," , I-494Between Carlson ParkwayNB"
TA-M358-7679.0," , SB",,,,unknown,unknown,unknown,,Minnesota,MinnesotaDOT," , SB"
TA-M358-7680.0," , I-494Carlson ParkwayCSAH 6NB",,,,unknown,unknown,unknown,,Minnesota,MinnesotaDOT," , I-494Carlson ParkwayCSAH 6NB"
TA-M358-7681.0," , SB",,,,unknown,unknown,unknown,,Minnesota,MinnesotaDOT," , SB"
TA-M358-7682.0," , I-494Between CSAH 6NB",,,,unknown,unknown,unknown,,Minnesota,MinnesotaDOT," , I-494Between CSAH 6NB"
TA-M358-7683.0," , SB",,,,unknown,unknown,unknown,,Minnesota,MinnesotaDOT," , SB"
TA-M358-7684.0," , I-494CSAH 6TH 55NB",,,,unknown,unknown,unknown,,Minnesota,MinnesotaDOT," , I-494CSAH 6TH 55NB"
TA-M358-7685.0," , SB",,,,unknown,unknown,unknown,,Minnesota,MinnesotaDOT," , SB"
TA-M358-7686.0," , I-494Between TH 55NB",,,,unknown,unknown,unknown,,Minnesota,MinnesotaDOT," , I-494Between TH 55NB"
TA-M358-7687.0," , SB",,,,unknown,unknown,unknown,,Minnesota,MinnesotaDOT," , SB"
