project_id,agency,description,project_type,year_open_planned,year_horizon,date_open_actual
FloridaDOT-UnavailableSR 810 (Hillsboro Boulevard fro Military Trial to US 2,FloridaDOT,SR 810 (Hillsboro Boulevard fro Military Trial to US 2,other,2015,2035,
