obs_id,poi_id,forecast_match_id,equip_id,equip_type,obs_date,time_start,time_end,obs_variable,obs_value
96421-3291.0-1,96421-3291.0,Opening-Year-Forecast-poi-96421-3291.0,unknown,unknown,2015,00:00:00,23:59:59,volume,137590
96421-3292.0-1,96421-3292.0,Opening-Year-Forecast-poi-96421-3292.0,unknown,unknown,2015,00:00:00,23:59:59,volume,129034
96421-3293.0-1,96421-3293.0,Opening-Year-Forecast-poi-96421-3293.0,unknown,unknown,2015,00:00:00,23:59:59,volume,118119
