run_id,project_id,scenario_id,scenario_date,scenario_name,forecast_system,forecast_system_type,forecast_creation_date,forecaster_type
,OhioDOT-76282-FRA-40-4.71||MEDIAN-CURB;-SIGNAL-RELOCATIONS;-MODIFY-DRIVEWAYS.-PRELIMINARY-DEVE,s1,2010.0,,Unavailable,unknown,2010.0,Consultant
