project_id,agency,description,project_type,year_open_planned,year_horizon,date_open_actual
OhioDOT-76282-FRA-40-4.71||MEDIAN-CURB;-SIGNAL-RELOCATIONS;-MODIFY-DRIVEWAYS.-PRELIMINARY-DEVE,OhioDOT,FRA-40-4.71||MEDIAN-CURB;-SIGNAL-RELOCATIONS;-MODIFY-DRIVEWAYS.-PRELIMINARY-DEVE,other,2015.0,2035.0,
