poi_id,poi_short_name,facility_name,start,end,area_type,facility_type,functional_class,features,state,jurisdiction,poi_description
X-101,", , CLE23210.54",5-Major Collector,,,rural,Major Collector,Major Collector,,Ohio,OhioDOT,", , CLE23210.54"
X-101,", , CLE23210.54",5-Major Collector,,,rural,Major Collector,Major Collector,,Ohio,OhioDOT,", , CLE23210.54"
