project_id,agency,description,project_type,year_open_planned,year_horizon,date_open_actual
OhioDOT-99731-LUC-475-1.85-@20A-Interchnge|Tier-2|Build-a-new-interchange-in-Lucas-County-at-I,OhioDOT,LUC-475-1.85-@20A-Interchnge|Tier-2|Build-a-new-interchange-in-Lucas-County-at-I,other,2021.0,2041.0,
