project_id,agency,description,project_type,year_open_planned,year_horizon,date_open_actual
OhioDOT-83883D06-Crackseal-PPM-FY13||District-Six-Preventive-Maintenance-contract-for-FY-13.-,OhioDOT,D06-Crackseal-PPM-FY13||District-Six-Preventive-Maintenance-contract-for-FY-13.-,other,2013,2033,
