run_id,project_id,scenario_id,scenario_date,scenario_name,forecast_system,forecast_system_type,forecast_creation_date,forecaster_type
,FloridaDOT-Unavailable-SR 838/Sunrise Blvd from NE 17th Way to NE 20th Ave,s1,2014.0,,Unavailable,travel-model,2014.0,state DOT
