project_id,agency,description,project_type,year_open_planned,year_horizon,date_open_actual
OhioDOT-89193MAR-423-4.210||Improve-sight-distance-on-the-north-leg-of-the-intersection-by-lo,OhioDOT,MAR-423-4.210||Improve-sight-distance-on-the-north-leg-of-the-intersection-by-lo,other,2014,2034,
