project_id,agency,description,project_type,year_open_planned,year_horizon,date_open_actual
OhioDOT-98539HAM-27/42-3.58/3.29||Rehabilitate-bridge-HAM-27-0358-(Brighton-Street-over-US-27,OhioDOT,HAM-27/42-3.58/3.29||Rehabilitate-bridge-HAM-27-0358-(Brighton-Street-over-US-27,other,2019.0,2039.0,
