project_id,agency,description,project_type,year_open_planned,year_horizon,date_open_actual
OhioDOT-76153-WAS-77-12.16-SB-only||Four-lane-resurfacing-project-using-an-asphalt-superpave-t,OhioDOT,WAS-77-12.16-SB-only||Four-lane-resurfacing-project-using-an-asphalt-superpave-t,other,2014.0,2034.0,
