project_id,agency,description,project_type,year_open_planned,year_horizon,date_open_actual
OhioDOT-92906WOO-75-1.00/1.80|Tier-2|A-major-new-funded-project-to-redeck-and-widen-2-sets-of,OhioDOT,WOO-75-1.00/1.80|Tier-2|A-major-new-funded-project-to-redeck-and-widen-2-sets-of,other,2018.0,2038.0,
