project_id,agency,description,project_type,year_open_planned,year_horizon,date_open_actual
OhioDOT-101003WOO-199-29.10-Carronade-Rdabt||Replace-intersection-at-Carronade-Road-Extension-,OhioDOT,WOO-199-29.10-Carronade-Rdabt||Replace-intersection-at-Carronade-Road-Extension-,other,2018,2038,
