run_id,project_id,scenario_id,scenario_date,scenario_name,forecast_system,forecast_system_type,forecast_creation_date,forecaster_type
,OhioDOT-25657-ASD-0095-00.00,s1,2004.0,,Unavailable,unknown,2004.0,state DOT
