run_id,project_id,scenario_id,scenario_date,scenario_name,forecast_system,forecast_system_type,forecast_creation_date,forecaster_type
Design-Year-Model-Run,MinnesotaDOT-TA-M238I 94: Tunnel to TH 51(Snelling Ave),s1,1979-01-01,design scenario,Unavailable,trendline,1979-01-01,state DOT
