obs_id,poi_id,forecast_match_id,equip_id,equip_type,obs_date,time_start,time_end,obs_variable,obs_value
99215-4293.0-1,99215-4293.0,Opening-Year-Forecast-poi-99215-4293.0,unknown,unknown,2015,00:00:00,23:59:59,volume,39313
99215-4294.0-1,99215-4294.0,Opening-Year-Forecast-poi-99215-4294.0,unknown,unknown,2015,00:00:00,23:59:59,volume,52507
99215-4340.0-1,99215-4340.0,Opening-Year-Forecast-poi-99215-4340.0,unknown,unknown,2015,00:00:00,23:59:59,volume,7082
99215-4341.0-1,99215-4341.0,Opening-Year-Forecast-poi-99215-4341.0,unknown,unknown,2015,00:00:00,23:59:59,volume,7082
99215-4342.0-1,99215-4342.0,Opening-Year-Forecast-poi-99215-4342.0,unknown,unknown,2015,00:00:00,23:59:59,volume,7082
99215-4343.0-1,99215-4343.0,Opening-Year-Forecast-poi-99215-4343.0,unknown,unknown,2015,00:00:00,23:59:59,volume,11026
99215-4396.0-1,99215-4396.0,Opening-Year-Forecast-poi-99215-4396.0,unknown,unknown,2015,00:00:00,23:59:59,volume,8583
99215-4467.0-1,99215-4467.0,Opening-Year-Forecast-poi-99215-4467.0,unknown,unknown,2015,00:00:00,23:59:59,volume,3553
