project_id,agency,description,project_type,year_open_planned,year_horizon,date_open_actual
OhioDOT-79353-JEF-Wellsburg-Bridge|Tier-2|Construct-a-new-Ohio-River-Bridge-south-of-Wellsburg,OhioDOT,JEF-Wellsburg-Bridge|Tier-2|Construct-a-new-Ohio-River-Bridge-south-of-Wellsburg,other,2017.0,2037.0,
