obs_id,poi_id,forecast_match_id,equip_id,equip_type,obs_date,time_start,time_end,obs_variable,obs_value
87605-2864-1,87605-2864,Opening Year,unknown,unknown,,00:00,24:00,volume,116956
87605-2864-1,87605-2864,Design Year,unknown,unknown,,00:00,24:00,volume,116956
