project_id,agency,description,project_type,year_open_planned,year_horizon,date_open_actual
OhioDOT-25521WOO-75-19.43-Pav-Widen|Tier-1|Major-Rehabilitation-Of-The-Existing-Pavement;-Per,OhioDOT,WOO-75-19.43-Pav-Widen|Tier-1|Major-Rehabilitation-Of-The-Existing-Pavement;-Per,other,2016.0,2036.0,
