obs_id,poi_id,forecast_match_id,equip_id,equip_type,obs_date,time_start,time_end,obs_variable,obs_value
88084-3247.0-1,88084-3247.0,Opening-Year-Forecast-poi-88084-3247.0,unknown,unknown,2015,00:00:00,23:59:59,volume,77368
88084-3248.0-1,88084-3248.0,Opening-Year-Forecast-poi-88084-3248.0,unknown,unknown,2015,00:00:00,23:59:59,volume,77368
