project_id,agency,description,project_type,year_open_planned,year_horizon,date_open_actual
FloridaDOT-UnavailableSR-510 from US-1 to SR A1A Mill and Resurface,FloridaDOT,SR-510 from US-1 to SR A1A Mill and Resurface,other,2014.0,2034.0,
