run_id,project_id,scenario_id,scenario_date,scenario_name,forecast_system,forecast_system_type,forecast_creation_date,forecaster_type
Opening-Year-Model-Run,OhioDOT-99697LAK-086-05.49||Resurfacing-from-Vrooman-Rd-to-the-Lake-County-Line-in-LeRoy-Town,s1,2016-01-01,design scenario,Unavailable,unknown,2016-01-01,state DOT
Design-Year-Model-Run,OhioDOT-99697LAK-086-05.49||Resurfacing-from-Vrooman-Rd-to-the-Lake-County-Line-in-LeRoy-Town,s1,2016-01-01,design scenario,Unavailable,unknown,2016-01-01,state DOT
