run_id,project_id,scenario_id,scenario_date,scenario_name,forecast_system,forecast_system_type,forecast_creation_date,forecaster_type
Opening-Year-Model-Run,FloridaDOT-423567-1The SR 9 resurfacing project from the pavement change North of SR 46 (M.P. 22.509) to the Volusia County Line (M.P. 31.190,s1,2009-01-01,design scenario,Unavailable,travel-model,2009-01-01,consultant
Interim-Year-Model-Run,FloridaDOT-423567-1The SR 9 resurfacing project from the pavement change North of SR 46 (M.P. 22.509) to the Volusia County Line (M.P. 31.190,s1,2009-01-01,design scenario,Unavailable,travel-model,2009-01-01,consultant
Design-Year-Model-Run,FloridaDOT-423567-1The SR 9 resurfacing project from the pavement change North of SR 46 (M.P. 22.509) to the Volusia County Line (M.P. 31.190,s1,2009-01-01,design scenario,Unavailable,travel-model,2009-01-01,consultant
