project_id,agency,description,project_type,year_open_planned,year_horizon,date_open_actual
OhioDOT-91769FRA-71-18.540||Deck-rehabilitation-of-I-71-bridge-over-I-670-and-RR-yards.,OhioDOT,FRA-71-18.540||Deck-rehabilitation-of-I-71-bridge-over-I-670-and-RR-yards.,other,2015,2035,
