run_id,project_id,scenario_id,scenario_date,scenario_name,forecast_system,forecast_system_type,forecast_creation_date,forecaster_type
Opening-Year-Model-Run,"OhioDOT-96543ATB-0006-05.83||Resurfacing-ATB-US-6-from-5.83-to-17.47,-Redeck-SFN-0400246-ATB-",s1,2014-01-01,design scenario,Unavailable,unknown,2014-01-01,state DOT
Design-Year-Model-Run,"OhioDOT-96543ATB-0006-05.83||Resurfacing-ATB-US-6-from-5.83-to-17.47,-Redeck-SFN-0400246-ATB-",s1,2014-01-01,design scenario,Unavailable,unknown,2014-01-01,state DOT
