project_id,agency,description,project_type,year_open_planned,year_horizon,date_open_actual
OhioDOT-82131-ERI-006-23.04; D03-CULVERTS-FY2011 PID covers multiple locations,OhioDOT,ERI-006-23.04; D03-CULVERTS-FY2011 PID covers multiple locations,other,2011.0,2031.0,
