project_id,agency,description,project_type,year_open_planned,year_horizon,date_open_actual
OhioDOT-91342PIC-188-0.000||Urban-two-lane-resurfacing-project.Exclude-SLM-0.22-to-0.31-(brid,OhioDOT,PIC-188-0.000||Urban-two-lane-resurfacing-project.Exclude-SLM-0.22-to-0.31-(brid,other,2017,2037,
