project_id,agency,description,project_type,year_open_planned,year_horizon,date_open_actual
MinnesotaDOT-TA-M240TH 55 - Pine Bend to Hastings,MinnesotaDOT,TH 55 - Pine Bend to Hastings,other,1980.0,2000.0,
