run_id,project_id,scenario_id,scenario_date,scenario_name,forecast_system,forecast_system_type,forecast_creation_date,forecaster_type
Opening-Year-Model-Run,OhioDOT-90264MAR-309-19.59|Tier-2|Planning-and-Preliminary-Engineering-phases-of-the-PDP-for-,s1,2014-01-01,design scenario,Unavailable,unknown,2014-01-01,state DOT
Design-Year-Model-Run,OhioDOT-90264MAR-309-19.59|Tier-2|Planning-and-Preliminary-Engineering-phases-of-the-PDP-for-,s1,2014-01-01,design scenario,Unavailable,unknown,2014-01-01,state DOT
