project_id,agency,description,project_type,year_open_planned,year_horizon,date_open_actual
OhioDOT-87825WOO/LUC-IR-280-4.00/0.00-Resurf||A-district-allocation-funded-project-to-rehabil,OhioDOT,WOO/LUC-IR-280-4.00/0.00-Resurf||A-district-allocation-funded-project-to-rehabil,other,2012,2032,
