run_id,project_id,scenario_id,scenario_date,scenario_name,forecast_system,forecast_system_type,forecast_creation_date,forecaster_type
Opening-Year-Model-Run,OhioDOT-98169SCI-23-2.60||Overlay-on-SCI-23-2.6-to-10.57,s1,2016-01-01,design scenario,Unavailable,unknown,2016-01-01,state DOT
Design-Year-Model-Run,OhioDOT-98169SCI-23-2.60||Overlay-on-SCI-23-2.6-to-10.57,s1,2016-01-01,design scenario,Unavailable,unknown,2016-01-01,state DOT
