project_id,agency,description,project_type,year_open_planned,year_horizon,date_open_actual
OhioDOT-82632LOR-0020-22.19|Tier-2|Widening-to-5-Lanes-from-Stoney-Ridge-Road-to-Lear-Nagle-i,OhioDOT,LOR-0020-22.19|Tier-2|Widening-to-5-Lanes-from-Stoney-Ridge-Road-to-Lear-Nagle-i,other,2017.0,2037.0,
