project_id,agency,description,project_type,year_open_planned,year_horizon,date_open_actual
OhioDOT-99791SCI-52-33.50-Slide-&-Lighting||Slide-repair-and-Lighting-repair-on-SCI-US-52-33.,OhioDOT,SCI-52-33.50-Slide-&-Lighting||Slide-repair-and-Lighting-repair-on-SCI-US-52-33.,other,2016.0,2036.0,
