project_id,agency,description,project_type,year_open_planned,year_horizon,date_open_actual
OhioDOT-99618-ATB/TRU-Culverts-FY-2017-Various||Replacing-the-following-culverts;-CFN-04006025,OhioDOT,ATB/TRU-Culverts-FY-2017-Various||Replacing-the-following-culverts;-CFN-04006025,other,2017.0,2037.0,
