run_id,project_id,scenario_id,scenario_date,scenario_name,forecast_system,forecast_system_type,forecast_creation_date,forecaster_type
Opening-Year-Model-Run,OhioDOT-83456LOR-0301-21.50-(Abbe-Rd)||widening-SR-301-(Abbe-Rd)-from-4-to-5-lanes,s1,2009-01-01,design scenario,Unavailable,unknown,2009-01-01,consultant
Design-Year-Model-Run,OhioDOT-83456LOR-0301-21.50-(Abbe-Rd)||widening-SR-301-(Abbe-Rd)-from-4-to-5-lanes,s1,2009-01-01,design scenario,Unavailable,unknown,2009-01-01,consultant
