forecast_id,run_id,poi_id,forecast_match_id,start_time,end_time,forecast_variable,forecast_value
f1,1,92207-3908,Opening Year,00:00:00,00:00:00,volume,8500
f3,1,92207-3908,Design Year,00:00:00,00:00:00,volume,10310
f1,1,92207-4214,Opening Year,00:00:00,00:00:00,volume,8970
f3,1,92207-4214,Design Year,00:00:00,00:00:00,volume,9550
