run_id,project_id,scenario_id,scenario_date,scenario_name,forecast_system,forecast_system_type,forecast_creation_date,forecaster_type
,OhioDOT-99797-MAH-Culverts-FY2018||-Replace-the-following-Culverts;-CFN-501650410-MAH-165-16.3,s1,2017.0,,Unavailable,unknown,2017.0,state DOT
