project_id,agency,description,project_type,year_open_planned,year_horizon,date_open_actual
OhioDOT-95916-CAR-9-17.500||Improve-vertical-alignment-of-SR-9-&-SR-171-to-improve-intersectio,OhioDOT,CAR-9-17.500||Improve-vertical-alignment-of-SR-9-&-SR-171-to-improve-intersectio,other,2016.0,2036.0,
