project_id,agency,description,project_type,year_open_planned,year_horizon,date_open_actual
OhioDOT-100610GRE-68/SR-235-11.39/0.00||Resurfacing-a-portion-of-US-68-in-Greene-County-from-X,OhioDOT,GRE-68/SR-235-11.39/0.00||Resurfacing-a-portion-of-US-68-in-Greene-County-from-X,other,2016.0,2036.0,
