project_id,agency,description,project_type,year_open_planned,year_horizon,date_open_actual
OhioDOT-75720HAM-75-0.30		Rehabilitate-a-portion-of-I-75-in-Hamilton-County-by-performing-pav,OhioDOT,HAM-75-0.30		Rehabilitate-a-portion-of-I-75-in-Hamilton-County-by-performing-pav,other,2011.0,2031.0,
