poi_id,poi_short_name,facility_name,start,end,area_type,facility_type,functional_class,features,state,jurisdiction,poi_description
86724-2772.0, ASD6034.84,5-Major Collector,,,rural,Major Collector,Major Collector,,Ohio,OhioDOT, ASD6034.84
86724-2773.0, ASD6036.34,5-Major Collector,,,rural,Major Collector,Major Collector,,Ohio,OhioDOT, ASD6036.34
86724-2774.0, ASD6037.35,5-Major Collector,,,rural,Major Collector,Major Collector,,Ohio,OhioDOT, ASD6037.35
86724-2775.0, ASD60310.52,5-Major Collector,,,rural,Major Collector,Major Collector,,Ohio,OhioDOT, ASD60310.52
