project_id,agency,description,project_type,year_open_planned,year_horizon,date_open_actual
OhioDOT-89489-MRW-Culvert-FY16||Replace-culverts:-MRW-314-14.41-(593140255);-MRW-97-4.50;-MRW-,OhioDOT,MRW-Culvert-FY16||Replace-culverts:-MRW-314-14.41-(593140255);-MRW-97-4.50;-MRW-,other,2016.0,2036.0,
