project_id,agency,description,project_type,year_open_planned,year_horizon,date_open_actual
OhioDOT-91727-WAR-71-16.81/VAR||Paint-structures-WAR-71-1736-and-1996;-Replace-bridge-deck-of-,OhioDOT,WAR-71-16.81/VAR||Paint-structures-WAR-71-1736-and-1996;-Replace-bridge-deck-of-,other,2018.0,2038.0,
