project_id,agency,description,project_type,year_open_planned,year_horizon,date_open_actual
OhioDOT-20344STA-0030-18.35|Tier-2|DETAIL-DESIGN-FOR-THE-RELOCATION-OF-US30-ON-NEW-ALIGNMENT,OhioDOT,STA-0030-18.35|Tier-2|DETAIL-DESIGN-FOR-THE-RELOCATION-OF-US30-ON-NEW-ALIGNMENT,other,2018,2038,
