run_id,project_id,scenario_id,scenario_date,scenario_name,forecast_system,forecast_system_type,forecast_creation_date,forecaster_type
Opening-Year-Model-Run,OhioDOT-77260MAH/TRU-IR-0080-4.50/0.00|Tier-2|Widen-IR-80-to-six-lanes-from-IR-680/SR-11-in-M,s1,2011-01-01,design scenario,Unavailable,unknown,2011-01-01,state DOT
Design-Year-Model-Run,OhioDOT-77260MAH/TRU-IR-0080-4.50/0.00|Tier-2|Widen-IR-80-to-six-lanes-from-IR-680/SR-11-in-M,s1,2011-01-01,design scenario,Unavailable,unknown,2011-01-01,state DOT
