run_id,project_id,scenario_id,scenario_date,scenario_name,forecast_system,forecast_system_type,forecast_creation_date,forecaster_type
1,"FloridaDOT-419585-1The SR 25 - Resurfacing Project from SR 200 (M.P. 0.000) to 512 North of NW 28th Street (M.P.
2.606)",s1,2006-01-01,Opening Year,Unavailable,professional-judgment,2006-01-01,consultant
